cliente_id;nome;cpf;data_nascimento;score_credito;renda_mensal;estado;data_cadastro
5876;Sophie Sampaio;147.829.536-82;1999-04-18;697;7050.5;SC;2023-12-23
5877;Lívia Sampaio;763.185.094-10;1993-02-16;508;3802.22;BA;2024-05-13
5878;Thiago Silveira;175.436.209-52;2002-10-02;548;5619.43;MG;2024-10-23
5879;Eduardo Castro;372.180.564-07;1971-10-05;631;6776.33;SC;2021-11-04
5880;Ravi Castro;203.495.867-56;1978-11-24;669;5594.45;PR;2024-07-03
5881;Allana Vargas;928.561.407-85;1975-04-15;628;5841.99;PR;2022-12-15
5882;Apollo Alves;723.105.869-86;1974-12-17;411;3373.34;RJ;2022-07-10
5883;Maria Helena Marques;215.869.074-76;1991-06-17;611;5613.42;GO;2024-09-17
5884;Gael Henrique Melo;498.265.073-00;1980-10-18;597;3737.27;BA;2022-06-28
5885;Dr. Antony Pereira;576.412.390-99;1957-10-11;620;3877.16;RJ;2021-01-05
5886;Sra. Melina Araújo;124.375.068-53;1965-10-31;388;3831.12;MG;2024-09-05
5887;Sr. Liam Andrade;753.264.098-10;2003-04-19;689;5979.09;MG;2022-10-18
5888;Isabela Novais;645.201.937-61;1955-11-28;776;5542.97;MG;2023-03-11
5889;Pedro Fonseca;987.104.263-96;1995-08-01;448;3513.97;GO;2023-09-07
5890;Larissa Porto;190.547.862-30;1990-12-09;578;3781.7;RJ;2021-08-20
5891;Olivia Silva;286.034.597-38;1991-12-06;610;4268.39;CE;2023-05-26
5892;Sara Almeida;135.946.082-98;1988-04-08;399;2750.82;PR;2021-10-24
5893;Lucas Gabriel Leão;870.642.159-85;1993-02-22;483;4095.65;RJ;2022-10-24
5894;Lucas Gabriel Casa Grande;638.752.049-56;1991-03-08;541;5439.63;MG;2022-01-08
5895;Liam Sousa;940.782.163-31;1999-01-20;812;7175.38;SC;2022-12-24
5896;Sr. Emanuel da Mata;658.297.341-09;2000-04-12;433;4969.2;BA;2023-10-10
5897;Juan Duarte;853.416.079-10;1978-07-25;809;6490.79;SC;2023-09-13
5898;Otávio Rodrigues;829.743.561-09;1960-05-13;778;5672.32;SC;2024-05-17
5899;Théo Sampaio;046.297.531-25;1981-08-17;396;2407.72;BA;2021-10-11
5900;Maria Liz da Mota;735.498.012-97;1960-03-01;827;5124.92;RS;2023-02-24
5901;Otávio da Mota;325.719.064-61;1963-12-06;619;4986.14;SC;2024-01-31
5902;Ana Nogueira;015.423.689-60;1978-02-09;558;4020.48;GO;2024-01-09
5903;Samuel Dias;758.039.462-65;1973-11-08;628;4461.84;PE;2023-10-06
5904;Thales Farias;481.972.356-19;1979-09-16;449;3807.03;PE;2024-01-04
5905;Emilly Marques;350.417.289-41;1961-06-11;748;6853.57;RS;2023-02-27
5906;Rael Rios;541.386.097-84;1956-07-22;522;2924.77;RJ;2024-04-04
5907;Sr. Brayan da Cruz;430.156.279-61;1988-09-21;585;6247.79;SC;2023-12-16
5908;Sra. Kamilly Cavalcante;635.278.091-12;1988-05-22;697;6279.96;CE;2024-11-21
5909;Nicole Moraes;618.247.309-69;1993-04-15;726;6228.77;RS;2024-12-10
5910;Letícia Casa Grande;230.789.514-05;1995-06-01;634;5734.31;RJ;2022-04-27
5911;Sr. Matteo Abreu;785.621.943-28;1984-11-06;554;3017.54;BA;2021-01-06
5912;Cauê Silveira;913.840.267-03;1965-06-24;706;6885.74;RS;2021-02-05
5913;Luiz Felipe Alves;954.807.632-29;1982-12-03;485;4701.92;BA;2024-02-18
5914;Bruno Cardoso;125.678.943-73;1997-01-10;821;6565.75;GO;2021-10-01
5915;Vitor Gabriel Ferreira;905.276.438-74;1989-02-22;521;4291.02;RJ;2021-05-03
5916;Emanuel Viana;576.408.329-00;1957-04-07;553;3807.27;BA;2023-01-10
5917;Heloisa Borges;549.168.372-82;1963-02-12;671;3764.27;MG;2022-08-27
5918;Dra. Aylla Novais;217.904.358-97;1988-02-07;446;3587.29;GO;2021-10-23
5919;Gabriela Ribeiro;763.129.854-82;2007-02-24;617;5279.55;PE;2023-05-13
5920;Maria Laura Gomes;497.320.851-50;1993-02-11;845;6864.51;RS;2022-03-08
5921;Francisco Costela;374.682.150-90;1973-01-22;691;4552.47;RS;2021-04-25
5922;Cecilia Pimenta;071.246.938-96;1989-04-09;712;5169.61;MG;2021-08-29
5923;Noah Siqueira;298.506.143-15;1992-11-30;628;4915.15;MG;2023-02-13
5924;Sra. Bella Andrade;061.893.457-00;1960-07-17;743;4634.02;SP;2024-11-26
5925;Dra. Maria Laura Carvalho;590.173.824-14;1971-09-05;346;2554.57;SC;2023-02-01
5926;Samuel Jesus;693.754.120-16;1997-03-26;676;5560.27;SP;2024-12-07
5927;Esther Pereira;068.324.917-78;1989-05-09;767;6573.37;RJ;2024-09-19
5928;Theodoro Vasconcelos;306.478.952-00;1973-02-04;552;2090.58;CE;2021-06-01
5929;Gustavo Henrique Machado;904.863.172-69;1978-04-24;591;5755.96;GO;2024-05-01
5930;Kaique Mendonça;758.492.301-14;1971-08-20;572;4604.32;MG;2021-03-03
5931;Maria Júlia Moraes;869.175.032-40;1989-08-16;670;4344.71;MG;2023-01-19
5932;Raul Peixoto;978.403.561-84;1971-08-02;694;7189.12;MG;2021-06-11
5933;Lorena Cavalcanti;196.384.250-24;1969-11-08;599;3662.94;RS;2021-06-07
5934;Dra. Bella da Costa;769.048.213-96;1969-09-14;612;2671.62;SP;2024-03-11
5935;Sra. Carolina Lima;904.758.123-79;1982-10-20;660;5732.27;SC;2021-11-03
5936;Eloá da Mata;175.823.460-17;2006-04-16;821;6374.01;MG;2023-08-21
5937;Valentim Pimenta;392.670.418-78;1958-11-15;669;4490.71;MG;2023-12-17
5938;João Gabriel Cavalcanti;413.569.870-01;2007-09-12;577;3090.81;PR;2023-08-21
5939;Vinícius Ramos;127.436.809-03;1972-12-17;596;4462.69;SC;2022-11-22
5940;Sr. Breno Cassiano;608.953.217-77;2005-05-10;655;4616.4;GO;2024-08-13
5941;Gael Moura;651.248.390-15;1994-11-03;630;4706.62;SP;2022-08-11
5942;Maria Flor Casa Grande;540.618.739-20;1980-08-17;580;4720.36;RJ;2021-11-16
5943;Sra. Jade Novais;689.137.520-77;1972-05-10;624;5753.17;SP;2024-08-08
5944;Laura Pimenta;129.587.043-60;1970-11-12;605;4490.11;SP;2024-05-22
5945;Mariana Silveira;170.923.854-23;1983-04-15;598;4069.34;MG;2023-10-28
5946;Sr. Ravi Lucca Porto;346.172.085-26;1974-12-11;576;6639.16;MG;2021-01-23
5947;Bruno Gonçalves;692.485.170-30;2001-07-04;510;3801.34;SC;2023-05-18
5948;Vitória Farias;972.308.164-40;1994-11-23;573;4336.83;GO;2024-02-09
5949;Lívia Barros;983.740.216-40;1991-12-20;580;4919.24;PR;2024-03-17
5950;Maria Laura Sá;940.716.852-20;1981-11-25;414;4349.17;PE;2022-09-19
5951;Kevin da Mota;932.154.068-70;2004-04-02;695;4317.13;RS;2023-05-18
5952;Rodrigo Andrade;946.028.317-96;1969-03-24;347;1798.93;MG;2022-07-11
5953;Josué Melo;513.024.976-34;1986-02-03;590;7300.29;RJ;2023-12-05
5954;Isabel Barros;823.650.197-30;1983-10-15;685;3672.41;SC;2021-09-14
5955;Bruno da Cruz;259.738.041-60;1961-08-17;537;4242.79;RS;2023-04-01
5956;Vitor Hugo da Mata;534.610.278-71;1971-03-09;650;3885.25;CE;2021-04-25
5957;Isadora Camargo;865.913.240-89;1979-01-13;603;4106.36;RS;2023-03-15
5958;Olívia Aragão;591.408.673-66;1963-08-26;487;4155.6;MG;2024-02-20
5959;Mariana Fernandes;068.274.951-67;1968-03-29;712;6537.04;CE;2021-06-08
5960;Evelyn Moreira;925.137.480-50;1965-02-09;688;5006.63;GO;2023-09-05
5961;José Miguel Sales;974.231.506-06;1997-11-10;705;5949.05;BA;2024-08-29
5962;Cecília Andrade;231.804.965-33;1979-05-25;636;4476.31;SC;2023-02-19
5963;Kamilly Novaes;762.139.548-64;1959-09-23;560;4553.89;MG;2021-04-22
5964;Ayla Monteiro;386.497.250-74;1972-04-23;850;7101.24;BA;2024-08-17
5965;Lívia Moura;832.097.146-22;2000-02-27;546;3535.61;SC;2022-02-03
5966;Luna Novais;204.731.658-80;1960-01-04;560;6657.29;PR;2021-08-11
5967;Rebeca Brito;103.759.264-61;1955-09-13;572;5482.87;RJ;2021-06-09
5968;Antony Lima;126.834.097-96;1959-07-07;574;4853.18;BA;2024-05-20
5969;José da Paz;432.518.709-04;1984-05-03;715;5148.1;BA;2021-02-27
5970;Catarina Câmara;764.082.359-56;1992-07-23;543;6002.87;RS;2022-08-01
5971;Brenda Ramos;936.708.254-10;1989-09-10;738;6694.67;MG;2024-01-15
5972;Sabrina Nunes;352.601.947-99;1995-01-03;714;6171.58;RJ;2021-05-14
5973;Sarah Almeida;165.387.429-55;1995-02-21;850;6843.91;RS;2024-05-07
5974;Valentina Nogueira;815.096.243-33;1963-05-11;689;4061.09;SP;2022-09-26
5975;Vinícius Vargas;630.482.591-98;1993-03-18;521;2967.18;RS;2024-02-04
5976;Mariah Mendonça;260.734.891-96;2005-05-11;772;3623.46;RS;2024-07-31
5977;Sr. Daniel Aparecida;943.856.071-84;1997-01-01;571;1574.29;SP;2022-05-08
5978;Gustavo Henrique Brito;704.912.538-50;1971-03-09;520;3669.05;PR;2021-06-24
5979;Diego Marques;329.754.861-46;1972-10-31;786;6684.63;CE;2024-03-02
5980;Sra. Maria Flor Gomes;317.968.405-48;2005-12-09;520;5225.96;SP;2024-02-29
5981;Gabrielly Correia;081.354.962-06;1988-11-25;622;5013.57;GO;2021-04-04
5982;Isabela Nunes;317.642.809-03;2006-11-17;475;2809.99;SP;2022-10-07
5983;Maria Eduarda Melo;316.805.492-51;1956-12-09;520;4206.46;RJ;2022-09-25
5984;Sr. Davi Luiz Campos;860.371.254-90;1994-06-12;629;6576.09;SP;2023-01-01
5985;Caroline Ramos;750.416.938-20;1965-06-30;666;2620.43;PR;2023-03-27
5986;Sr. Gabriel Cirino;589.704.132-60;1990-09-25;651;3757.98;PE;2022-02-04
5987;Caleb Ferreira;719.463.528-37;1966-08-21;504;3219.83;BA;2023-03-12
5988;Maria Julia Carvalho;719.405.623-25;1990-05-10;540;2944.85;BA;2021-09-23
5989;Maria Isis Moreira;769.203.184-31;1963-06-12;644;3741.2;RJ;2022-11-10
5990;Cecilia Moura;952.374.608-10;1978-06-26;662;7532.97;SC;2023-10-29
5991;Maria Laura Nascimento;614.075.938-20;1981-05-01;460;3395.49;RJ;2023-10-26
5992;Diego Martins;237.804.965-00;1998-01-09;317;2235.06;MG;2021-02-18
5993;Ana Julia da Paz;681.932.507-02;1955-08-31;697;6296.64;CE;2023-02-22
5994;Luiz Otávio Montenegro;348.017.592-97;2002-02-21;629;5921.26;GO;2024-04-15
5995;Emanuelly Alves;806.245.731-17;2001-12-30;850;8512.3;SP;2022-08-18
5996;Dr. Dante Mendes;914.052.386-15;1976-06-05;557;3004.9;MG;2021-11-07
5997;Larissa Jesus;639.721.804-03;1961-07-30;571;3621.02;GO;2021-06-11
5998;Nathan Fonseca;120.435.687-44;1967-05-14;674;4210.81;RJ;2022-04-20
5999;Luigi Almeida;875.109.426-67;1991-05-01;611;5726.01;RS;2024-10-27
6000;Isabella da Mata;293.016.875-77;1979-09-29;607;3909.69;MG;2021-11-26
6001;Maria Clara da Luz;610.528.947-20;1969-02-07;760;4201.02;PE;2023-11-24
6002;Sabrina da Costa;069.832.715-21;1984-10-25;580;4598.34;CE;2024-08-27
6003;João Gabriel Gonçalves;170.684.293-78;1997-08-03;621;5148.5;PE;2022-12-01
6004;Srta. Eloá Albuquerque;259.064.387-00;1972-01-27;693;5508.59;GO;2021-09-26
6005;Sophia Brito;978.152.634-37;1995-05-12;575;4192.41;BA;2022-08-19
6006;Ana Julia Gomes;893.562.017-30;1987-09-29;546;5155.54;BA;2024-06-30
6007;Sra. Alice Cardoso;912.846.507-58;1964-09-11;542;5182.77;SC;2021-03-23
6008;Arthur Miguel Guerra;589.713.426-09;1978-03-16;622;4454.75;SC;2022-05-05
6009;Davi Luiz Leão;618.032.795-59;1966-10-21;694;4824.55;RS;2024-06-04
6010;Amanda Nogueira;805.712.394-04;1967-04-09;696;5780.73;CE;2021-06-03
6011;Sra. Allana Viana;290.637.154-80;1985-02-21;548;4912.63;MG;2024-03-07
6012;José Borges;750.349.261-99;1969-05-09;685;6637.52;GO;2021-07-19
6013;Srta. Laura Novais;981.576.403-93;1974-07-31;735;6371.27;SP;2021-10-20
6014;Rafaela Cavalcanti;271.834.596-91;1979-04-02;484;6320.59;PR;2024-01-26
6015;Srta. Rafaela Nogueira;215.470.368-26;1971-06-28;451;4557.26;RJ;2023-10-19
6016;Yasmin Rios;854.792.061-76;1956-04-10;671;4193.86;RJ;2023-07-21
6017;Davi Lucas Carvalho;642.750.391-06;1969-05-01;605;4761.25;BA;2021-12-14
6018;Pedro da Costa;362.057.941-52;2005-09-08;776;5494.69;PR;2021-11-27
6019;Lavínia Barros;680.297.153-40;1968-08-21;588;2367.93;RJ;2022-07-28
6020;Eloá Albuquerque;538.204.179-23;1998-12-31;828;5553.53;CE;2023-01-15
6021;Brayan Pereira;439.720.156-07;1973-04-25;659;5170.59;BA;2021-07-02
6022;João Vitor Castro;359.718.246-19;1964-08-21;608;5673.86;RJ;2022-01-02
6023;Camila Novais;308.619.742-04;1975-07-10;820;6811.49;GO;2022-06-13
6024;Srta. Ana Júlia Sampaio;213.098.546-70;2003-06-24;698;5912.89;GO;2022-06-09
6025;Luiz Felipe da Mata;298.403.657-38;2001-12-24;742;5473.08;GO;2024-08-24
6026;Maria Fernanda Almeida;501.679.234-80;2001-07-01;749;7102.5;MG;2021-09-11
6027;Maria Vitória Moura;374.961.528-46;1991-12-17;749;5331.85;CE;2023-09-27
6028;Eduarda Oliveira;983.415.620-06;2000-01-11;599;5031.47;SP;2023-01-15
6029;Isis Ramos;875.940.312-88;1959-07-27;455;5234.92;PR;2023-04-02
6030;Isabelly Vargas;867.430.259-92;1963-08-02;618;5227.93;SC;2024-06-23
6031;Alana Abreu;049.625.813-33;1971-08-31;550;3073.12;MG;2023-06-22
6032;Cauã Novais;724.951.836-46;1962-04-04;547;4595.2;BA;2023-11-16
6033;Maria Alice Alves;173.485.692-00;1971-05-02;700;5761.79;CE;2022-10-05
6034;Bruna Silva;056.917.384-10;1974-10-01;661;4950.97;BA;2021-06-20
6035;Evelyn Montenegro;284.697.130-78;1999-10-03;679;6914.83;SC;2023-11-03
6036;Maria Helena Santos;756.182.904-30;1960-11-04;704;6441.54;GO;2022-06-23
6037;Dra. Melissa Costa;495.280.176-49;1978-07-08;655;3736.84;SP;2024-06-25
6038;Alexia Pimenta;926.358.047-29;1966-05-19;494;4406.88;SP;2022-05-17
6039;Matheus Cassiano;470.839.165-00;2006-06-25;618;5383.84;PE;2021-01-17
6040;Léo Gonçalves;954.318.760-66;1966-07-16;821;7294.04;MG;2021-08-04
6041;Noah da Cunha;018.476.923-03;1983-02-06;771;6262.68;PR;2023-02-09
6042;Luiz Otávio Rodrigues;278.451.903-14;1976-09-11;523;4126.13;MG;2024-03-13
6043;Maya Silva;132.890.476-87;1970-09-26;523;5742.29;SC;2021-05-30
6044;Lorenzo Cardoso;573.684.120-71;1972-05-06;714;6232.51;RS;2023-03-07
6045;Luara Jesus;260.983.715-12;1981-05-16;768;4123.94;GO;2024-10-02
6046;Gustavo Henrique Cardoso;820.549.731-14;1965-01-28;690;4209.35;RJ;2022-12-16
6047;Davi Lucca Duarte;829.531.046-15;1977-12-06;619;4640.29;GO;2023-08-18
6048;Yan Pires;516.897.320-59;1978-12-30;699;5820.19;PE;2023-08-11
6049;Sr. Antony Almeida;589.062.734-10;1993-08-29;781;5646.1;RJ;2021-06-25
6050;Henrique Ramos;481.967.302-50;1972-05-30;705;5802.22;MG;2021-08-10
6051;Arthur Miguel Santos;941.260.873-03;1980-12-18;423;2465.38;SC;2023-06-07
6052;Srta. Luana Pastor;154.987.362-82;1992-09-04;602;5928.29;RS;2023-04-03
6053;Maria Cecília Pastor;548.602.731-17;2004-09-27;675;4232.5;BA;2021-05-13
6054;Srta. Vitória Pereira;147.285.063-71;1979-03-16;603;6841.81;BA;2022-12-03
6055;Maria Eduarda Vieira;049.378.561-20;2008-06-20;633;4736.67;CE;2023-09-23
6056;Bryan Cirino;860.473.921-13;1992-01-19;679;6195.39;RS;2024-12-09
6057;João Felipe Pacheco;751.623.480-07;2004-01-25;565;5022.57;GO;2021-08-23
6058;Mirella Farias;281.539.740-41;1990-09-30;580;5359.33;PR;2023-07-20
6059;Lucca Macedo;038.914.267-04;1989-03-29;640;5601.97;SP;2024-01-22
6060;Vicente Ramos;026.574.193-99;1972-09-16;528;3402.71;MG;2023-08-21
6061;Ana Júlia Aparecida;037.295.618-12;2007-07-11;733;5784.6;MG;2024-08-04
6062;Rebeca Marques;093.261.478-78;1957-12-31;654;4925.6;RS;2022-10-18
6063;Isabel Guerra;410.283.569-51;1957-05-03;727;5208.19;CE;2021-03-06
6064;Isis Vasconcelos;610.348.579-75;1991-09-24;603;5609.99;CE;2023-02-18
6065;Nina Fogaça;092.145.783-97;2003-10-22;760;5556.24;SP;2023-01-11
6066;Evelyn Casa Grande;742.860.951-85;1986-02-25;850;7113.24;SC;2023-08-28
6067;Olivia Correia;861.924.703-40;1962-09-09;494;4321.05;RS;2021-04-21
6068;Felipe Gonçalves;132.469.075-52;1995-09-26;574;5026.07;RS;2021-02-16
6069;Dr. Erick da Rocha;714.632.089-87;1958-11-05;614;4986.27;SC;2022-07-07
6070;Antonella Ribeiro;432.581.760-35;1981-02-27;510;5070.06;PR;2024-07-25
6071;Maria Júlia Pastor;562.483.701-17;1968-02-05;481;2739.24;MG;2021-06-21
6072;Isis Fonseca;741.398.025-88;1957-10-04;664;6914.84;MG;2021-05-22
6073;Isadora da Mota;160.245.897-94;1994-08-26;577;5316.97;PR;2023-04-10
6074;Amanda da Costa;948.203.516-05;1965-08-11;748;6798.68;RJ;2022-09-03
6075;Gustavo Henrique Rezende;279.365.180-02;1991-01-06;582;3564.95;GO;2023-05-10
6076;Ana Vargas;150.394.276-70;2007-01-22;355;2577.16;PE;2022-03-15
6077;Anthony Fonseca;124.305.698-33;2006-07-27;761;4963.83;PR;2022-01-12
6078;Bianca Castro;084.712.956-01;1970-08-15;704;4681.85;SP;2021-07-09
6079;Isabel Ribeiro;179.285.360-21;1979-01-20;632;5763.79;SC;2022-12-02
6080;Thiago Melo;217.308.549-23;1973-06-11;540;4490.48;PR;2021-12-03
6081;Raquel Farias;825.137.490-14;1959-04-29;570;5265.15;RS;2022-12-17
6082;Nina Machado;816.907.534-39;1958-05-15;648;5240.51;SC;2023-09-14
6083;Rafael Rodrigues;894.210.657-94;1972-09-13;807;7118.31;GO;2024-01-02
6084;Lucas Gabriel Cassiano;304.186.752-44;1993-12-17;537;4210.14;MG;2024-11-27
6085;Sr. Caleb Almeida;053.894.167-75;1987-08-17;610;4960.32;SC;2022-12-28
6086;Gabriel Siqueira;157.392.608-68;1961-10-08;850;7170.85;CE;2023-03-08
6087;Gabriel Fogaça;149.378.206-13;1996-12-22;375;2457.2;SP;2024-02-23
6088;Marcelo Aparecida;940.318.567-84;1975-11-19;388;2774.2;CE;2022-02-11
6089;Maria Cecília Sousa;741.850.963-48;1981-10-31;381;2176.41;RJ;2024-09-29
6090;Bella da Cunha;304.978.651-57;1978-10-24;437;3880.16;CE;2024-06-16
6091;Beatriz Vasconcelos;645.923.810-33;1981-02-10;620;5262.96;MG;2022-10-26
6092;Maria Júlia Mendes;678.140.593-48;1996-10-18;607;3461.7;BA;2021-01-30
6093;Manuela Aragão;397.540.618-66;1974-12-11;681;7370.22;MG;2023-07-29
6094;Vinicius Caldeira;802.741.935-23;1971-02-05;669;4926.08;MG;2023-10-20
6095;Bárbara Monteiro;570.269.148-20;1968-06-29;448;2675.93;BA;2021-08-21
6096;Antony Fernandes;876.195.430-66;1963-09-12;674;6465.12;SC;2022-06-23
6097;Bruno Pacheco;609.724.315-43;1994-02-18;651;6007.89;PE;2021-01-08
6098;Benicio Peixoto;809.536.427-47;2004-12-09;704;6138.53;GO;2021-09-15
6099;João Pedro Novais;267.580.349-92;1981-12-18;540;4493.92;GO;2024-08-01
6100;Juliana Lopes;864.219.307-78;1999-04-28;518;4161.43;CE;2021-07-19
6101;Gabriel Fonseca;872.164.093-96;1994-08-13;659;6950.78;SP;2022-03-24
6102;Samuel da Luz;285.693.147-28;1957-12-09;462;4177.51;RS;2023-05-11
6103;João Pedro Cassiano;297.654.031-43;1970-02-11;797;7134.85;PE;2021-12-07
6104;Maria Helena das Neves;976.543.018-39;1966-10-11;719;6339.69;CE;2023-02-13
6105;Nicolas Moraes;612.987.354-91;2003-05-25;775;5112.52;RS;2022-12-14
6106;Ryan da Mota;867.495.302-65;1975-02-11;453;3617.67;RS;2022-01-27
6107;Sr. Miguel Azevedo;504.836.712-07;1969-01-03;360;4110.65;CE;2021-01-30
6108;Srta. Maria Sophia Nascimento;065.814.329-89;1989-10-06;766;5694.65;BA;2023-01-16
6109;Francisco Fogaça;507.923.648-56;1961-05-18;575;4527.65;SP;2022-09-11
6110;Augusto Farias;560.438.791-66;1991-08-03;626;5135.17;PR;2023-10-26
6111;Dr. Oliver Ramos;753.028.961-68;1995-04-06;686;5315.37;RJ;2024-12-03
6112;Anna Liz Moreira;319.745.806-01;1957-11-08;733;6309.95;GO;2024-08-21
6113;Isabelly Rios;241.786.095-30;1983-11-07;547;5711.11;GO;2023-04-28
6114;Clara Garcia;951.087.324-14;1988-08-21;457;3563.83;SC;2022-12-22
6115;Davi Cavalcante;701.826.934-22;1965-01-12;736;5164.93;BA;2024-01-16
6116;Bento da Rosa;695.827.043-65;2003-04-20;657;5799.34;SC;2023-12-08
6117;Emanuella Rodrigues;073.824.615-80;1967-11-03;516;4055.52;BA;2021-08-21
6118;Arthur Miguel das Neves;479.621.830-04;1961-01-19;601;4256.26;MG;2023-07-29
6119;Kevin Ribeiro;803.951.764-84;2003-11-09;850;6036.89;SC;2023-02-04
6120;Luiz Gustavo Dias;452.901.678-11;1970-03-12;740;5527.2;MG;2024-02-07
6121;Ana Cecília Borges;359.176.820-03;1987-02-16;489;4014.81;CE;2021-11-30
6122;Letícia Aparecida;710.985.642-94;1985-02-23;697;6496.51;PE;2023-06-12
6123;Isaac Sampaio;168.703.542-35;2006-04-08;807;9401.25;SC;2022-08-07
6124;Melissa Azevedo;064.137.925-07;1975-06-07;650;4536.91;SC;2024-07-22
6125;Maria Helena Pereira;649.721.538-73;1958-02-18;674;5125.79;PR;2024-12-08
6126;Emanuel Machado;937.821.640-40;1963-03-31;731;4550.84;CE;2021-07-23
6127;Davi das Neves;753.180.492-14;2007-02-15;850;7656.05;RJ;2021-08-01
6128;Murilo Pires;957.384.016-20;1988-04-10;417;2626.97;RJ;2024-08-23
6129;Luan Silveira;932.685.407-83;1969-09-18;717;6912.34;SP;2024-06-16
6130;Dr. Kaique Mendonça;624.980.135-98;1979-03-20;467;4449.03;SC;2021-08-01
6131;Bianca Pires;710.826.349-13;1967-07-13;386;2998.66;GO;2024-07-01
6132;Luana Melo;593.278.641-82;1973-05-23;753;5472.48;PE;2021-07-24
6133;Enzo Gabriel Guerra;128.937.654-91;1994-04-25;439;3658.21;GO;2023-10-28
6134;Dante Rodrigues;329.657.084-56;2002-11-16;547;5005.56;CE;2021-03-08
6135;Maria Clara Pereira;402.597.681-11;2002-08-11;513;3331.36;PR;2023-05-12
6136;Dra. Kamilly da Costa;053.876.241-17;1985-12-05;377;3185.94;RS;2022-04-02
6137;Bianca Camargo;715.368.249-09;1987-02-15;600;3611.62;GO;2024-02-04
6138;Mateus Nogueira;957.836.240-47;1974-03-14;643;6171.07;SC;2021-08-23
6139;Luan da Mota;489.621.035-24;1970-08-29;594;5020.17;RS;2023-08-20
6140;Marcelo Barbosa;741.980.526-11;1975-03-09;652;4011.67;RJ;2022-12-20
6141;Marcela Aragão;960.813.472-22;1956-01-07;850;6329.15;GO;2023-04-26
6142;Maria Julia Siqueira;307.295.164-07;1991-04-10;698;6353.22;SC;2021-01-16
6143;Sra. Julia Marques;586.391.724-55;1963-10-22;603;5430.8;BA;2022-04-04
6144;José da Costa;592.714.038-60;1966-06-13;649;3774.36;PE;2022-08-04
6145;Stephany Almeida;683.457.920-65;1981-09-23;580;4027.45;PR;2024-09-10
6146;Nicole da Rosa;234.865.079-74;1998-04-15;564;3208.0;PR;2022-09-22
6147;Daniela Machado;741.958.032-41;1959-07-25;755;7641.99;SC;2024-10-10
6148;Dante Carvalho;376.491.825-09;1969-03-08;737;7166.53;RS;2021-01-09
6149;Agatha Sá;073.956.124-34;1975-11-17;578;3987.74;SC;2021-03-08
6150;Emanuella Oliveira;349.087.216-96;1996-08-26;526;4852.06;SP;2021-02-23
6151;Dr. Luiz Henrique Sá;127.809.654-01;1961-01-06;647;5098.78;MG;2023-02-06
6152;Bárbara Cardoso;095.682.314-98;2008-01-01;775;6604.94;PE;2024-05-13
6153;Sofia da Luz;490.168.527-94;1991-06-14;519;3471.09;BA;2022-11-18
6154;Sra. Marcela Pinto;721.058.369-68;1996-04-06;701;6649.73;MG;2024-03-17
6155;Maria Flor Santos;532.160.749-43;1999-04-22;686;7384.89;SC;2022-05-11
6156;Pedro Henrique Araújo;812.473.690-13;1985-03-29;816;6969.04;PE;2023-03-13
6157;Juliana Gonçalves;934.102.865-51;1978-10-08;519;2842.01;RS;2024-06-16
6158;Evelyn Sampaio;271.468.035-62;1996-03-26;573;5337.21;SC;2021-04-16
6159;Ana Laura Câmara;038.451.692-06;1981-11-27;839;7129.45;CE;2023-05-29
6160;Olívia Pinto;183.057.629-12;1982-03-18;760;5834.69;MG;2024-07-27
6161;Helena Santos;065.879.412-49;2008-06-13;694;6375.36;SC;2021-12-22
6162;Ravi Lucca da Conceição;160.528.493-98;1977-01-08;382;2642.56;SC;2022-10-14
6163;Ayla da Rosa;510.927.864-49;2004-06-16;733;6138.47;PE;2021-11-21
6164;Henrique Santos;896.754.021-30;1982-12-06;476;1377.88;SC;2022-04-19
6165;Dra. Júlia Macedo;308.967.145-00;1964-09-03;576;4536.41;RJ;2024-12-25
6166;Maria Helena Oliveira;602.718.354-35;1987-03-20;513;4247.08;MG;2023-10-30
6167;Maria Liz Sales;742.153.608-62;1984-08-02;680;6110.69;RJ;2024-07-17
6168;Mariah Rezende;540.139.267-25;1997-03-18;337;1381.71;CE;2023-03-14
6169;Benício Farias;586.790.423-74;1965-06-24;583;5236.17;PR;2024-02-07
6170;Dr. Benjamim Monteiro;820.759.136-68;1996-08-12;678;5895.87;MG;2022-10-23
6171;Vinicius Melo;241.093.587-79;1969-05-04;573;4256.37;RS;2021-07-10
6172;Sr. Ravy Correia;018.639.427-69;1979-05-21;532;5024.19;RJ;2021-02-22
6173;Eduardo Duarte;095.376.182-77;1996-06-20;509;4922.04;SC;2021-01-24
6174;João Peixoto;612.534.798-28;1980-11-21;644;5106.96;CE;2021-11-10
6175;Sarah Nogueira;109.485.376-39;1993-08-26;541;2972.46;SP;2024-06-19
6176;Ian Lopes;860.275.149-49;1961-03-24;542;4005.99;PE;2021-06-11
6177;Dr. Arthur Miguel Machado;370.426.981-69;1964-08-08;335;2482.64;CE;2023-02-23
6178;Anna Liz Almeida;207.538.964-00;1962-03-21;730;6407.22;SP;2021-09-25
6179;Henry Cavalcanti;486.059.271-94;1984-09-27;560;4526.94;GO;2024-07-23
6180;Liam Araújo;986.742.305-47;1982-03-25;553;4572.76;BA;2022-01-18
6181;Mariana Nogueira;751.239.840-97;1980-08-04;804;7400.5;RS;2024-08-29
